response,ground_truth
"```json
{
  ""GaleForceProbability"": {
    ""12_hours"": {
      ""Raleigh NC"": 99,
      ""Richmond VA"": 99,
      ""Washington DC"": 99,
      ""Charlottesville VA"": 99,
      ""Dover DE"": 99,
      ""Baltimore MD"": 99,
      ""Philadelphia PA"": 99,
      ""Norfolk VA"": 99,
      ""Wallops Island VA"": 99,
      ""Allentown PA"": 99,
      ""New York City NY"": 99,
      ""Bridgeport CT"": 99,
      ""Newark NJ"": 99,
      ""Islip NY"": 99,
      ""Atlantic City NJ"": 99,
      ""Providence RI"": 99,
      ""Boston MA"": 99,
      ""Nantucket MA"": 99,
      ""Portland ME"": 99,
      ""Concord NH"": 99,
      ""Burlington VT"": 99,
      ""Montpelier VT"": 99,
      ""Augusta ME"": 99,
      ""Worcester MA"": 99,
      ""Hartford CT"": 99,
      ""Albany NY"": 99,
      ""Syracuse NY"": 99,
      ""Buffalo NY"": 99,
      ""Rochester NY"": 99,
      ""Eerie PA"": 99,
      ""Pittsburgh PA"": 99,
      ""Cleveland OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Nashville TN"": 99,
      ""Memphis TN"": 99,
      ""Little Rock AR"": 99,
      ""Kansas City MO"": 99,
      ""Oklahoma City OK"": 99,
      ""Tulsa OK"": 99,
      ""Wichita KS"": 99,
      ""Omaha NE"": 99,
      ""Des Moines IA"": 99,
      ""Minneapolis MN"": 99,
      ""St. Paul MN"": 99,
      ""Duluth MN"": 99,
      ""Green Bay WI"": 99,
      ""Milwaukee WI"": 99,
      ""Madison WI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Birmingham AL"": 99,
      ""Montgomery AL"": 99,
      ""Jackson MS"": 99,
      ""New Orleans LA"": 99,
      ""Houston TX"": 99,
      ""Galveston TX"": 99,
      ""Corpus Christi TX"": 99,
      ""San Antonio TX"": 99,
      ""Austin TX"": 99,
      ""Dallas TX"": 99,
      ""Fort Worth TX"": 99,
      ""Wichita Falls TX"": 99,
      ""Oklahoma City OK"": 99,
      ""Tulsa OK"": 99,
      ""Kansas City MO"": 99,
      ""St. Louis MO"": 99,
      ""Little Rock AR"": 99,
      ""Memphis TN"": 99,
      ""Nashville TN"": 99,
      ""Atlanta GA"": 99,
      ""Charleston SC"": 99,
      ""Savannah GA"": 99,
      ""Jacksonville FL"": 99,
      ""Tampa FL"": 99,
      ""Miami FL"": 99,
      ""Key West FL"": 99,
      ""New Orleans LA"": 99,
      ""Houston TX"": 99,
      ""Galveston TX"": 99,
      ""Corpus Christi TX"": 99,
      ""San Antonio TX"": 99,
      ""Austin TX"": 99,
      ""Dallas TX"": 99,
      ""Fort Worth TX"": 99,
      ""Wichita Falls TX"": 99,
      ""Oklahoma City OK"": 99,
      ""Tulsa OK"": 99,
      ""Kansas City MO"": 99,
      ""St. Louis MO"": 99,
      ""Little Rock AR"": 99,
      ""Memphis TN"": 99,
      ""Nashville TN"": 99,
      ""Atlanta GA"": 99,
      ""Charleston SC"": 99,
      ""Savannah GA"": 99,
      ""Jacksonville FL"": 99,
      ""Tampa FL"": 99,
      ""Miami FL"": 99,
      ""Key West FL"": 99,
      ""New Orleans LA"": 99,
      ""Houston TX"": 99,
      ""Galveston TX"": 99,
      ""Corpus Christi TX"": 99,
      ""San Antonio TX"": 99,
      ""Austin TX"": 99,
      ""Dallas TX"": 99,
      ""Fort Worth TX"": 99,
      ""Wichita Falls TX"": 99,
      ""Oklahoma City OK"": 99,
      ""Tulsa OK"": 99,
      ""Kansas City MO"": 99,
      ""St. Louis MO"": 99,
      ""Little Rock AR"": 99,
      ""Memphis TN"": 99,
      ""Nashville TN"": 99,
      ""Atlanta GA"": 99,
      ""Charleston SC"": 99,
      ""Savannah GA"": 99,
      ""Jacksonville FL"": 99,
      ""Tampa FL"": 99,
      ""Miami FL"": 99,
      ""Key West FL"": 99,
      ""Birmingham AL"": 99,
      ""Montgomery AL"": 99,
      ""Jackson MS"": 99,
      ""New Orleans LA"": 99,
      ""Houston TX"": 99,
      ""Galveston TX"": 99,
      ""Corpus Christi TX"": 99,
      ""San Antonio TX"": 99,
      ""Austin TX"": 99,
      ""Dallas TX"": 99,
      ""Fort Worth TX"": 99,
      ""Wichita Falls TX"": 99,
      ""Oklahoma City OK"": 99,
      ""Tulsa OK"": 99,
      ""Kansas City MO"": 99,
      ""St. Louis MO"": 99,
      ""Little Rock AR"": 99,
      ""Memphis TN"": 99,
      ""Nashville TN"": 99,
      ""Atlanta GA"": 99,
      ""Charleston SC"": 99,
      ""Savannah GA"": 99,
      ""Jacksonville FL"": 99,
      ""Tampa FL"": 99,
      ""Miami FL"": 99,
      ""Key West FL"": 99,
      ""Birmingham AL"": 99,
      ""Montgomery AL"": 99,
      ""Jackson MS"": 99,
      ""New Orleans LA"": 99,
      ""Houston TX"": 99,
      ""Galveston TX"": 99,
      ""Corpus Christi TX"": 99,
      ""San Antonio TX"": 99,
      }
    },
    ""24_hours"": {
      ""Raleigh NC"": 99,
      ""Richmond VA"": 99,
      ""Washington DC"": 99,
      ""Charlottesville VA"": 99,
      ""Dover DE"": 99,
      ""Baltimore MD"": 99"",
      ""Philadelphia PA"": 99,
      ""Norfolk VA"": 9"",
      ""Norfolk VA"": 99,
      ""Wallops Island VA"": 99,
      ""Allentown PA"": 99,
      ""New York City NY"": 99,
      ""Bridgeport CT"": 99,
      ""Newark NJ"": 99,
      ""Islip NY"": 99,
      ""Atlantic City NJ"": 99,
      ""Providence RI"": 99,
      ""Boston MA"": 99,
      ""Nantucket MA"": 99,
      ""Portland ME"": 99,
      ""Concord NH"": 99,
      ""Burlington VT"": 99,
      ""Montpelier VT"": 99,
      ""Augusta ME"": 99,
      ""Worcester MA"": 99,
      ""Hartford CT"": 99,
      ""Alb NY"": 99,
      ""Syracuse NY"": 99,
      ""Buffalo NY"": 99,
      ""Rochester NY"": 99,
      ""Eerie PA"": 99,
      ""Pittsburgh PA"": 99,
      ""Cleveland OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99"",
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Cincinnati OH"": 9,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99"",
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 999,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 999,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 99,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. Louis MO"": 99,
      ""Cincinnati OH"": 99,
      ""Louisville KY"": 99,
      ""Indianapolis IN"": 99,
      ""Fort Wayne IN"": 99,
      ""Dayton OH"": 99,
      ""Columbus OH"": 99,
      ""Akron OH"": 99,
      ""Toledo OH"": 99,
      ""Detroit MI"": 99,
      ""Grand Rapids MI"": 999,
      ""Flint MI"": 99,
      ""Lansing MI"": 99,
      ""Chicago IL"": 99,
      ""Rockford IL"": 99,
      ""Peoria IL"": 99,
      ""Springfield IL"": 99,
      ""St. .","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '3%', 'in 96h': '19%'}"
"```json
{
  ""RALEIGH, NC"": {
    ""12"": 3,
    ""24"": 22,
    ""48"": 53,
    ""72"": 64,
    ""96"": 48
  },
  ""MOREHEAD CITY, NC"": {
    ""12"": 1,
    ""24"": 4,
    ""48"": 42,
    ""72"": 65,
    ""96"": 56
  },
  },
  ""WILMINGTON, NC"": {
    ""12"": 1,
    ""24"": 3,
    ""48"": 32,
    ""72"": 59,
    ""96"": 48
  },
  ""CHARLOTTE, NC"": {
    ""12"": 1,
    ""24"": 6,
    ""484"": 26,
    ""72"": 38,
    ""96"": 23
  },
  ""GREENVILLE, SC"": {
    ""12"": 1,
    ""24"": 3,
    ""48"": 18,
    ""72"": 38,
    ""96"": 42
  },
  ""COLUMBIA, SC"": {
    ""12"": 1,
    ""24"": 3,
    ""48"": 12,
    ""72"": 26,
    ""96"": 21
  },
  ""AUGUSTA, GA"": {
    ""12"": 1,
    ""24"": 2,
    ""48"": 2,
    ""72"": 2,
    ""96"": 1
  },
  ""SAVANNAH, GA"": {
    ""12"": 1,
    ""24"": 1,
    ""48"": 1,
    ""72"": 2,
    ""96"": 1
  },
  ""JACKSONVILLE, FL"": {
    ""12"": 1,
    ""24"": 1,
    ""48"": 1,
    ""72"": 1,
    ""96"": 1
  },
  ""TALLAHASSEE FL"": {
    ""12"": 1,
    ""24"": 1,
    ""48"": 1,
    ""72"": 1,
    ""96"": 1
  },
  ""MIAMI, FL"": {
    ""12"": 1,
    ""24"": 1,
    ""48"": 1,
    ""72"": 1,
    ""96"": 1
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '6%'}"
"```json
{
  ""12_hours"": {
    ""Bermuda"": 5
  },
  ""24_hours"": {
    ""Bermuda"": 5
  },
  ""48_hours"": {
    ""Bermuda"": 5,
    ""Charleston SC"": 13,
    ""Beaufort MCAS"": 7,
    ""Savannah GA"": 4,
    ""Kings Bay GA"": 3,
    ""Mayport NS FL"": 5,
    ""Jacksonville"": 2,
    ""Gainesville FL"": 1,
    ""Daytona Beach"": 2,
    ""Columbus GA"": 5,
    ""Charleston SC"": 2,
    ""Myrtle Beach"": 39,
    ""Georgetown SC"": 23,
    ""BEAUFORT MCAS"": 7
  },
  ""72_hours"": {
    ""Bermuda"": 5,
    ""Charleston SC"": 49,
    ""Beaufort MCAS"": 32,
    ""Savannah GA"": 23,
    ""Kings Bay GA"": 11,
    ""Mayport NS FL"": 13,
    ""Jacksonville"": 8,
    ""Gainesville FL"": 3,
    ""Daytona Beach"": 4,
    ""Columbus GA"": 8,
    ""Charleston SC"": 18,
    ""Myrtle Beach"": 80,
    ""Georgetown SC"": 64,
    ""Beaufort MCAS"": 32,
    ""Atlanta GA"": 8,
    ""Augusta GA"": 26,
    ""Waycross GA"": 10,
    ""Myrtle Beach"": 80,
    ""Georgetown SC"": 64,
    ""Beaufort MCAS"": 32,
    ""Augusta GA"": 26,
    ""Savannah GA"": 23,
    ""Kings Bay GA"": 11,
    ""Mayport NS FL"": 13,
    ""Jacksonville"": 8,
    ""Gainesville FL"": 3,
    ""Daytona Beach"": 4,
    ""Columbus GA"": 8,
    ""Charleston SC"": 18,
    ""Myrtle Beach"": 80,
    ""Georgetown SC"": 64,
    ""Beaufort MCAS"": 32,
    ""Atlanta GA"": 8,
    ""Augusta GA"": 26,
    ""Waycross GA"": 10
  },
  ""96_hours"": {
    ""Bermuda"": 5,
    ""Charleston SC"": 49,
    ""Beaufort MCAS"": 32,
    ""Savannah GA"": 23,
    ""Kings Bay GA"": 11,
    ""Mayport NS FL"": 13,
    ""Jacksonville"": 8,
    ""Gainesville FL"": 3,
    ""Daytona Beach"": 4,
    ""Columbus GA"": 8,
    ""Charleston SC"": 18,
    ""Myrtle Beach"": 80,
    ""Georgetown SC"": 64,
    ""Beaufort MCAS"": 32,
    ""Atlanta GA"": 8,
    ""Augusta GA"": 26,
    ""Waycross GA"": 10,
    ""Myrtle Beach"": 80,
    ""Georgetown SC"": 64,
    ""Beaufort MCAS"": 32,
    ""Augusta GA"": 26,
    ""Savannah GA"": 23,
    ""Kings Bay GA"": 11,
    ""Mayport NS FL"": 13,
    ""Jacksonville"": 8,
    ""Gainesville FL"": 3,
    ""Daytona Beach"": 4,
    ""Columbus GA"": 8,
    ""Charleston SC"": 18,
    ""Myrtle Beach"": 80,
    ""Georgetown SC"": 64,
    ""Beaufort MCAS"": 32,
    ""Atlanta GA"": 8,
    ""Augusta GA"": 26,
    ""Waycross GA"": 10
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '0%', 'in 96h': '3%'}"
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,9/14/2018
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2
,2.0
,2.0
,2.0
,2.0
,2.0
,2.0
,2.0
,2.0
,2.0
,2.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,1.0
,B.
,B.
,B.
,B.
,B.
,B.
,B.
,B.
,B.
,B.
