response,ground_truth
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": {
      ""minimum_probability"": 0.3,
      ""maximum_probability"": 0.7,
      ""assessment"": ""Likely, primarily near the immediate coast, decreasing inland.""
    },
    ""24_hours"": {
      ""minimum_probability"": 0.2,
      ""maximum_probability"": 0.6,
      ""assessment"": ""Possible, extending further inland, strongest near the coast.""
    },
    ""48_hours"": {
      ""minimum_probability"": 0.1,
      ""maximum_probability"": 0.5,
      ""assessment"": ""Possible, affecting a broader area, but with reduced intensity.""
    },
    ""72_hours"": {
      ""minimum_probability"": 0.05,
      ""maximum_probability"": 0.4,
      ""assessment"": ""Possible, primarily in the Tennessee Valley, but with diminishing effects.""
    },
    ""96_hours"": {
      ""minimum_probability"": 0.02,
      ""maximum_probability"": 0.3,
      ""assessment"": ""Unlikely, with minimal impact.""
    }
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '3%', 'in 72h': '15%', 'in 96h': '1%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""70%"",
    ""24_hours"": ""85%"",
    ""48_hours"": ""90%"",
    ""72_hours"": ""75%"",
    ""96_hours"": ""55%""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '3%', 'in 72h': '30%', 'in 96h': '36%'}"
,"{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '12%', 'in 96h': '18%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""60%"",
    ""24_hours"": ""80%"",
    ""48_hours"": ""90%"",
    ""72_hours"": ""95%"",
    ""96_hours"": ""98%""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '6%', 'in 96h': '31%'}"
"```json
{
  ""gale_force_probability"": {
    ""12_hours"": ""40%"",
    ""24_hours"": ""60%"",
    ""48_hours"": ""75%"",
    ""72_hours"": ""85%"",
    ""96_hours"": ""80%""
  }
}
```","{'in 12h': '0%', 'in 24h': '0%', 'in 48h': '0%', 'in 72h': '6%', 'in 96h': '31%'}"
29-08-2021,8/28/2021
,8/28/2021
30-08-2021,8/28/2021
,8/28/2021
23-08-2021,8/28/2021
,8/28/2021
01-09-2024,8/28/2021
,8/28/2021
,8/28/2021
,8/28/2021
,8/28/2021
23-08-2021,8/28/2021
,8/28/2021
02-09-2024,8/28/2021
01-09-2021,8/28/2021
,8/28/2021
03-09-2021,8/28/2021
03-09-2021,8/28/2021
01-09-2021,8/28/2021
,8/28/2021
20-08-2024,8/28/2021
,3
3,3
,3
,3
,3
4,3
3,3
,3.0
It is not possible to determine how long it will take for the port's freight to recover from the information provided.,3.0
0,3.0
,3.0
3,3.0
,3.0
,3.0
0,0.454457175
0,0.454457175
0,0.454457175
7,0.454457175
7,0.454457175
,0.454457175
4,0.454457175
,C.
,C.
,C.
,C.
,C.
,C.
,C.
